,SourceName,TargetName
837,amravati,अमरावती
838,amreek,अमरीक
839,amreli,अमरेली
840,amrik,अमरीक
841,amrita,अमृता
842,amritap,अमृतप
843,amritash,अमृताश
844,amriteshaya,अमृतेशय
845,amriteshvar,अमृतेश्वर
846,amritkala,अमृतकला
847,amritlal nagar,अमृतलाल नागर
848,amritsar,अमृतसर
849,amritvel,अमृतवेल
850,amroha,अमरोहा
851,amrusha,अम्रुशा
852,amtek auto,एम्टेक ऑटो
853,amuly,अमूल्य
854,amur,आमूर
855,amurt,अमूर्त
856,amy,एमी
857,ana,एना
858,anaadi,अनादि
859,anaadyant,अनाद्यंत
860,anadoluhisar fort,एनाडोल्यूहिसर फोर्ट
861,anadya,अनाद्य
862,anadyant,अनाद्यंत
863,anadyr,एनाडायर
864,anahid,अनहिद
865,anaikuttam reservoir,अनइकुट्‍टम रिज़रवायर
866,anakapalle,अनाकापल्ले
867,anala,अनला
868,analaa,अनला
869,analiese,एनालीज
870,anamikaa,अनामिका
871,anand ashram,आनंद आश्रम
872,anand aur anand,आनंद और आनंद
873,anand bhavan,आनंद भवन
874,ananda bazar patrika,आनंद बाज़ार पत्रिका
875,anandamayi,आनंदमयी
876,anandee,आनंदी
877,anandi,आनंदी
878,anandinee,आनंदिनी
879,anandmayi,आनंदमयी
880,ananga,अनंग
881,anant,अनंत
882,anantapur,अन्नतपुर
883,anantnag,अनंतनाग
884,anantpur,अनन्तपुर
885,anantraam,अनंतराम
886,anantram,अनंतराम
887,anantrup,अनंतरूप
888,ananya,अनन्य
889,ananyaa,अनन्या
890,anaparti,अनापर्ती
891,anara,अनारा
892,anas,अनस
893,anasah,अनसाह
894,anastacia,एनेस्टेसिया
895,anastasia,एनेस्टेसिया
896,anatole,अनातोली
897,anbar,अनबर
898,anbarasu,अंबरसु
899,ancelin,एंसेलीन
900,anchal,अंचल
901,anchoret,एन्कोरेट
902,ancon,एन्कन
903,ancona,एन्कॉना
904,andaaz,अंदाज़
905,andaman and nicobar,अंदमान एण्ड निकोबार
906,andar bahar,अंदर बाहर
907,anderson cummins,एण्डरसन क्युमिंस
908,andha kanoon,अंधा कानून
909,andher nagari chapat raja,अंधेर नगरी चौपट राजा
910,andhera,अंधेरा
911,andhergardi,अंधेरगर्दी
912,andheri raat mein diya tere hath mein,अंधेरी रात में दिया तेरे हाथ में
913,andhon ki duniya,अंधों की दुनिया
914,andie,एण्डी
915,andolan,आंदोलन
916,andra,एण्ड्रा
917,andralyn,एण्ड्रेलिन
918,andre adams,आन्द्रे एडम्स
919,andrea doria,एन्ड्रीया डोरिया
920,andreas,आंद्रियास
921,andrew,एण्ड्रयू
922,andrew flintoff,एण्ड्रयू फ्लिंटॉफ
923,andrew jones,एण्ड्रयू जोंस
924,andrew martin,एण्ड्रू मॉर्टन
925,andrew puttick,एण्ड्रयू पुटिक
926,andrew symonds,एण्ड्रयू सिमंड्‍स
927,andrews university,एण्ड्रयूस यूनिवर्सिटी
928,andros maritime museum,एण्ड्रॉस मैर‍िटाइम म्युज़ियम
929,andros museum of modern art,एण्ड्रॉस म्युज़ियम ऑफ मॉडर्न आर्ट
930,andy bichel,एण्डी बिचेल
931,andy flower,एण्डी फ्लार
932,andy lloyd,एण्डी लॉएड
933,andy pycroft,एण्डी पाइक्रोफ्ट
934,andy whittall,एण्डी व्हिट्टल
935,aneesh,अनीश
936,angaara,अंगारा
937,angaarika,अंगारिका
938,angaarikaa,अंगारिका
939,angad,अंगद
940,angada,अंगदा
941,angag,अंगग
942,angamali,अंगमाली
943,angara,अंगारा
944,angaraaj,अंगराज
945,angaraj,अंगराज
946,angarika,अंगारिका
947,angarikaa,अंगारिका
948,angelique,एंजेलिका
949,angelo,एंजेलो
950,angie,एंजी
951,angiotech pharmaceuticals,एन्जियोटेक फ़ार्मासुटिकल्स
952,anglo american,एंग्लो अमेरिकन
953,anglo-cherokee war,एंग्लो-चेरोकी वार
954,anglo-dutch war,एंग्लो-डच वार
955,anglo-french war,एंग्लो-फ्रेंच वार
956,anglo-maratha war,एंग्लो-मराठा वार
957,angoori,अंगूरी
958,angoothi,अंगूठी
959,angraj,अंगराज
960,anheuser busch,एन्ह्यूसर बुश
961,aniarapriset,अनायराप्राइसेट
962,anika,अनिका
963,anil,अनिल
964,anil dalpat,अनिल दल्पत
965,anilaatmaj,अनिलात्मज
966,animish,अनिमिश
967,anindita,अनिन्दिता
968,aninditaa,अनिन्दिता
969,aniruddha,अनिरुद्ध
970,anirudha,अनिरुद्ध
971,anirvan,अनिर्वाण
972,anisa,अनीसा
973,anise,एनीज
974,anisha,अनिशा
975,anisur rahman,अनीसुर रहमान
976,anita,अनिता
977,anitaa,अनिता
978,aniteja,अनितेज
979,anitra,अनित्रा
980,anitraa,अनित्रा
981,anjaam,अंजाम
982,anjaam khuda jane,अंजाम खुदा जाने
983,anjaan,अंजान
984,anjaane,अंजाने
985,anjalee,अंजली
986,anjali,अंजलि
987,anjana,अंजना
988,anjane mein,अंजाने में
989,anjanee,अंजनी
990,anjani,अंजनी
991,anjar,अंजर
992,anjasa,अंजसा
993,anjasaa,अंजसा
994,anjhi,अंझी
995,anju,अंजु
996,anjushri,अंजुश्री
997,ankai,अंकाई
998,ankh ka nasha,आँख का नशा
999,ankhiyon ke jharokhon se,अँखियों के झरोखों से
1000,ankit,अंकित
1001,ankita,अंकिता
1002,ankleshwar,अंकलेश्वर
1003,ankola,अंकोला
1004,ankush,अंकुश
1005,ankushee,अंकुशी
1006,anmol ghadi,अनमोल घड़ी
1007,anmol moti,अनमोल मोती
1008,anmol ratan,अनमोल रतन
1009,anmol sitarey,अनमोल सितारे
1010,ann landers,एन लैंडर्स
1011,ann rand,एन रैंड
1012,annabelle,अन्नाबेली
1013,annapoorna,अन्नपूर्णा
1014,annapoornaa,अन्नपूर्णा
1015,annapurnaa,अन्नपूर्णा
1016,annavaram,अन्नावरम
1017,annelise,एन्नेलीज
1018,annette,एनेट
1019,annigeri,अन्नीगेरी
1020,annis,एनिस
1021,anokha bandhan,अनोखा बंधन
1022,anokha daan,अनोखा दान
1023,anokha milan,अनोखा मिलन
1024,anokha modh,अनोखा मोड़
1025,anokha prem,अनोखा प्रेम
1026,anokha prem yudh,अनोखा प्रेम युद्ध
1027,anokha pyar,अनोखा प्यार
1028,anokha rishta,अनोखा रिश्ता
1029,anokhi ada,अनोखी अदा
1030,anokhi mohabbat,अनोखी मोहब्बत
1031,anokhi raat,अनोखी रात
1032,anou achra lemoun,अनाउ एचरा लेमोन
1033,anou timedouine,अनाउ टाइमडोयून
1034,anoush,एनोश
1035,anpadh,अनपढ़
1036,ansaar,अंसार
1037,ansar,अंसार
1038,anshi,अंशी
1039,anshumat,अंशुमत
1040,antah,अंता
1041,antalya havalimani,अंताल्या हावालीमानी
1042,antara,अंतरा
1043,antarctica,अंटार्टिका
1044,antares,एंटेयर्स
1045,anthea,एंथिया
1046,anthony,एंतनी
1047,anthony ireland,एंथनी आयरलैंड
1048,antim nyay,अंतिम न्याय
1049,antimony,एंटीमनी
1050,antoinette,एंटोइनेट
1051,antonie,एंटोनी
1052,antriwale,अंत्रीवाले
1053,anubhav,अनुभव
1054,anugaamita,अनुगामिता
1055,anuhya,अनुह्या
1056,anunay,अनुनय
1057,anupam,अनुपम
1058,anupama,अनुपमा
1059,anupamaa,अनुपमा
1060,anupgarh,अनुपगढ़
1061,anuppur junction,अनुपपुर जंक्शन
1062,anura ranasinghe,अनुरा राणासिंघे
1063,anura tennekoon,अनुरा टेनेकून
1064,anuraadhaa,अनुराधा
1065,anuraag,अनुराग
1066,anuradhaa,अनुराधा
1067,anurag,अनुराग
1068,anurodh,अनुरोध
1069,anuttam,अनुत्तम
1070,anuva,अनुवा
1071,anuyaayitaa,अनुयायिता
1072,anuyayita,अनुयायिता
1073,anwar hossain,अनवर हुसैन
1074,anwar sadat,अनवर सादत
1075,anwesha,अन्वेशा
1076,aon centre,एऑन सेन्टर
1077,aonla,औनला
1078,aoulakh,औलख
1079,apache,अपैक
1080,apala,अपला
1081,aparaajit,अपराजित
1082,aparajit,अपराजित
1083,aparajita,अपराजिता
1084,aparna,अपर्णा
1085,aparnaa,अपर्णा
1086,apatkaal,आपातकाल
1087,aphrodite,एफ्रोडाइट
1088,aplam chaplam,अपलम चपलम
1089,apmaan,अपमान
1090,apmaan ki aag,अपमान की आग
1091,apna bana lo,अपना बना लो
1092,apna desh,अपना देश
1093,apna desh paraye log,अपना देश पराए लोग
1094,apna kaun ?,अपना कौन?
1095,apna khoon apna dushman,अपना खून अपना दुश्मन
1096,apna paraya,अपना पराया
1097,apne apne,अपने अपने
1098,apne paraye,अपने पराए
1099,apni chhaya,अपनी छाया
1100,apollo,अपोलो
1101,apollo hospital,अपोलो हॉस्पिटल
1102,apoorv,अपूर्व
1103,applebee,एपलबी
1104,appling,एप्लिंग
1105,appu raja,अप्पू राजा
1106,apraa,अपरा
1107,apradhi kaun,अपराधी कौन
1108,apria,एप्रिया
1109,april,एप्रिल
1110,apte,आप्टे
1111,apurv,अपूर्व
1112,apurvaa,अपूर्वा
1113,araafaat,अराफात
1114,arab,अरब
1115,arab ka saudagar,अरब का सौदागर
1116,arab ka sitara,अरब का सितारा
1117,arabela,एराबेला
1118,arabian,अरबी
1119,arabian night,अरेबियन नाइट
1120,arad fort,एरड फोर्ट
1121,aradhana,आराधना
1122,arafaat,अराफात
1123,arafat,अराफात
1124,arafura,अराफुरा
1125,aragon,एरागन
1126,araguaia,आरगुआइआ
